@relation ngasmodified-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P20.0-V

@attribute Price numeric
@attribute year numeric
@attribute month numeric
@attribute day numeric

@data
8.48,2000,12,7
6.35,2004,6,15
3.87,2013,5,13
2.17,2016,2,9
3.22,2015,2,23
2.23,2020,8,5
3.92,2010,3,26
3.67,2009,5,6
4,1997,1,13
6.26,2006,10,17
7.47,2007,2,22
9.21,2008,2,26
5.55,2001,4,10
6.44,2007,7,10
7.62,2007,5,16
2.05,1998,6,17
2.1,1998,11,18
3.94,2002,11,4
2.92,2016,10,21
4.44,2010,3,10
1.68,2020,4,15
2.14,1998,10,2
5.54,2004,8,5
6.49,2005,5,4
2.6,2019,5,24
8.9,2008,2,21
3.81,2011,3,15
7.79,2006,11,20
3.6,2013,9,11
1.79,1998,12,28
2.67,1997,9,5
4.84,2009,2,5
5.65,2009,12,17
4.43,2000,8,10
4.36,2000,7,3
4.68,2003,9,3
2.68,2009,9,10
4.07,2000,7,19
3.72,2013,3,13
3.39,2011,11,29
4.01,2011,9,14
2.25,1998,2,9
2.42,1997,2,12
2.26,2019,10,25
6.1,2006,6,9
2.16,2016,1,25
2.76,2016,8,17
3.41,2012,12,5
3.18,2016,10,10
2.32,2012,2,1
3.86,2009,3,9
3.32,2009,11,27
4.57,2003,9,29
2.28,2016,1,13
2.19,1997,5,1
4.17,2014,7,9
1.94,2001,9,25
3.01,2011,11,18
4.21,2009,2,20
3.88,2014,10,7
7.54,2007,4,18
1.91,1997,3,18
3.81,2011,2,25
7.07,2007,3,1
3.76,2002,11,8
3.53,2011,11,30
4.37,2000,6,26
12.76,2008,6,25
4.08,2010,5,24
1.78,1999,2,11
3.32,2002,4,26
4.98,2003,4,7
5.06,2006,10,9
7.16,2007,3,23
5.24,2003,5,2
2.93,2015,6,17
2,1998,7,23
4.42,2011,7,14
1.81,1999,2,8
1.75,1999,3,18
2.01,2020,2,19
5.08,2001,3,13
4.29,2000,7,12
5.31,2002,12,16
10.71,2005,9,13
2.76,2000,1,27
2.29,1997,7,17
2.28,1999,6,15
4.28,2013,4,29
2.37,2015,10,2
2.3,2019,7,2
2.8,1997,10,9
5.09,2006,9,14
2.99,2012,8,7
9.08,2008,2,20
2.94,2002,7,26
2.21,1998,11,12
2.84,2000,3,16
6.68,2006,5,2
4.08,2011,4,12
2.88,2015,1,30
6.71,2007,11,5
2.82,2012,9,24
2.29,2019,7,3
12.49,2008,6,11
4.25,2002,11,19
2.01,1997,4,8
6.02,2004,12,30
2.33,1998,10,1
1.8,1999,2,10
12.69,2005,8,31
5.68,2003,6,20
1.79,2020,2,28
5.04,2000,10,19
2.79,2015,7,3
4.71,2009,1,29
7,2001,1,26
2.55,2012,5,22
4.67,2010,6,7
2.25,1999,6,23
3.23,2017,5,11
4.22,2009,3,5
1.69,2020,5,1
4.36,2009,3,2
2.6,2012,2,22
7.13,2006,10,24
2.43,2019,12,4
4.98,2002,12,26
2.71,2015,4,7
2.61,2015,9,21
7.83,2008,9,11
3.58,2010,10,14
11.58,2008,7,14
6.64,2008,10,15
4.54,2011,1,3
3.16,2012,7,24
4.63,2002,12,11
2.22,1997,2,13
1.94,2016,4,20
5.52,2004,4,21
3.46,2010,10,21
7.11,2005,3,23
1.96,1997,3,12
1.83,2020,3,4
2.42,1999,7,23
3.05,1997,11,7
1.81,1998,12,30
7.34,2005,4,12
3.19,2012,7,25
4.49,2014,5,30
1.89,2020,2,4
4.78,2009,12,7
3.56,2009,6,10
1.76,1999,1,25
2.99,2001,8,10
2.83,2017,10,19
2.66,1999,9,8
2.96,2017,7,28
4.13,2009,3,24
7.75,2005,7,20
7.05,2007,3,9
2.77,2015,8,20
3.54,2009,6,12
1.87,1998,8,10
4.13,2001,6,13
6.45,2005,1,14
2.54,2017,3,1
2.83,2015,8,14
9.15,2008,2,25
2.01,1998,6,12
5.28,2004,2,19
3.06,2001,7,27
7.03,2007,12,24
8.15,2008,9,24
3.89,2013,12,4
9.29,2005,8,11
4.35,2011,3,28
3.96,2011,2,11
6.08,2003,5,19
7.93,2007,4,13
4.66,2014,6,6
4.55,2003,9,25
2.88,2015,7,17
8.82,2005,8,10
7.22,2007,12,12
9.53,2005,8,15
13.24,2005,10,20
4.27,2011,1,28
7.46,2007,5,9
2.65,2019,9,19
2.4,2001,12,14
4.74,2000,9,8
2.61,2019,9,13
4.24,2000,7,5
3.03,1997,9,24
6.06,2003,6,11
6.43,2004,5,14
5.17,2003,3,14
3.2,2012,12,17
10.95,2008,4,28
2.27,1998,2,3
1.98,2020,1,21
1.88,2012,4,16
4.58,2003,9,24
3.25,2019,1,2
2.03,2002,1,28
2.13,1998,11,25
13.28,2008,7,1
1.84,2016,3,18
2.33,1998,3,25
3.5,2010,11,12
3.4,2010,10,12
3.21,2015,2,26
2.8,2016,7,25
5.97,2007,1,12
5.52,2004,3,12
4.41,2004,9,7
2.59,2012,6,19
1.91,1998,8,5
6.33,2005,5,23
2.22,2019,7,30
5.19,2003,1,10
4.39,2002,12,6
2.89,2002,7,16
4.35,2000,8,17
2.46,1998,7,1
2.89,2018,7,11
4.26,2011,8,3
3.19,2018,10,12
3.92,2018,1,18
7.19,2006,8,23
4.39,2014,6,27
2.87,2019,11,8
5.34,2004,3,3
2.09,1998,1,30
2.13,2001,9,19
4.43,2010,7,15
5.72,2006,12,26
4.09,2002,9,30
3.2,2018,10,29
2.53,1999,10,11
2.56,2019,5,23
4.52,2010,8,9
3.7,2013,10,22
2.98,1999,10,25
2.3,2012,5,7
5.02,2004,9,1
3.91,2014,10,14
4.49,2011,5,5
2.17,1997,6,27
5.38,2004,10,1
2.76,2016,11,25
7.45,2005,6,24
8.45,2008,1,14
6.24,2018,1,2
6.22,2004,5,6
3.72,2013,10,18
1.78,2020,5,27
2.08,1998,6,15
4.19,2011,5,10
5.45,2001,4,11
2.79,2018,7,20
3.22,2015,1,5
2.19,1997,5,16
4.26,2010,5,13
5.12,2003,4,29
4.7,2010,7,21
4.06,2010,9,15
4.19,2010,12,16
3.09,2000,5,4
4.84,2009,1,28
3.46,2009,4,13
6.99,2007,10,30
5.53,2003,6,18
2.7,2016,8,12
3.59,2000,7,26
2.28,2002,2,4
2.51,1998,4,7
4.75,2004,9,2
7.16,2006,2,16
2.1,1997,4,22
2.92,2017,2,6
1.61,2016,3,9
4.42,2014,5,16
3.31,2018,10,31
7.51,2010,1,7
2.99,1999,10,21
2.52,1999,9,15
2.55,2016,6,13
2.66,2019,4,4
4.91,2010,2,24
4.14,2001,5,21
2.88,2017,9,12
3.96,2001,6,19
4.59,2014,5,9
3.29,2002,6,5
2.93,2015,8,12
2.68,2019,11,14
3.54,2018,11,7
2.67,2015,9,7
3.85,2014,8,14
4.38,2000,6,19
3.21,2001,7,11
2.28,2019,7,31
4.32,2011,4,26
2.64,2018,3,28
4.85,2003,9,11
8.03,2000,12,15
2.74,2018,2,7
2.78,2018,5,10
2.37,2019,6,14
9.59,2008,3,10
7.05,2005,6,6
2.46,2019,11,27
1.9,2020,4,22
5.77,2004,7,28
1.77,2016,5,25
2.82,1999,10,18
13.03,2005,12,22
4.48,2009,2,2
6.46,2007,7,20
4.52,2013,12,23
2.32,1999,5,6
2.8,2012,8,27
1.91,2016,5,16
8.9,2007,2,14
5.77,2007,7,27
4.34,2002,11,25
2.45,1999,10,5
1.84,1998,9,1
4.08,2010,12,23
14.84,2005,9,22
3.17,2017,11,10
6.06,2004,11,17
6.76,2008,11,19
4.15,2013,5,23
2.48,2012,2,8
2.39,1997,2,7
3.62,2010,10,7
4.19,2011,4,19
3.33,2012,12,7
8.36,2008,8,28
2.2,2019,8,16
3.06,2017,11,30
2.18,1999,4,20
5.69,2007,8,24
5.46,2003,12,29
1.98,1999,4,6
5.51,2010,1,19
12.95,2005,10,24
5.43,2004,9,21
2.81,2016,7,13
2.78,2016,7,7
2.47,1999,9,16
4.24,2013,12,11
5.8,2007,9,5
4.46,2001,5,3
3.13,2000,4,17
5.32,2004,3,5
2.81,2012,1,11
3.42,2012,12,21
8.55,2005,8,4
2.18,2002,2,15
2.22,1997,7,25
4.47,2003,10,1
2.95,2017,8,29
2.74,2019,1,7
10.79,2005,11,3
4.46,2003,11,5
5.22,2004,3,25
7.01,2005,6,30
2.43,2001,9,6
5.36,2003,5,5
2.39,1999,11,10
2.75,1999,9,9
3.1,2017,5,25
1.84,2020,6,3
2.15,2020,1,14
1.86,1998,9,11
1.79,2016,3,23
1.67,2020,6,29
10.5,2008,4,21
4.08,2013,3,27
2.19,1999,12,6
4.1,2010,12,28
3.07,2014,12,29
2.82,2001,10,23
2.88,1997,9,15
3.75,2011,3,3
2.69,2019,3,27
5.09,2001,4,23
4.19,2002,10,14
3.48,2009,4,22
4.51,2010,3,9
1.74,2001,10,1
1.99,2012,4,10
2.21,2016,1,22
10.66,2008,5,1
2.78,2018,3,12
2.49,1999,12,14
4.53,2011,6,15
1.81,2016,5,20
4.32,2014,1,2
2.57,1997,8,14
10.18,2008,4,10
2.39,2012,1,23
6.18,2008,10,31
2.85,2002,7,18
6.38,2004,6,16
1.85,2020,5,19
3.04,2016,9,13
4.27,2011,5,23
4.84,2000,10,24
2.88,2016,7,12
1.7,2020,5,11
2.88,2000,3,31
2.88,2017,9,11
9.59,2005,8,12
4.39,2014,3,27
2.27,1998,4,28
7.05,2005,6,9
1.41,1998,12,1
6.67,2005,5,6
2.65,2019,5,28
4.43,2010,8,10
5.07,2001,2,26
5.13,2003,3,18
7.76,2007,1,31
6.01,2005,2,15
3.74,2002,5,8
6.53,2000,12,1
3.68,2013,9,20
7.16,2008,10,3
3.05,2018,9,27
2.98,2015,1,6
7.32,2005,6,14
6.99,2005,3,9
4.02,2010,9,22
3.97,2013,3,20
2.79,2012,8,14
4.42,2000,8,14
2.84,2016,7,26
2.88,2015,6,12
3.39,2013,1,14
3.23,2017,1,20
1.78,2016,2,26
1.8,1997,2,27
7.64,2007,5,2
1.7,2020,3,29
6.07,2004,10,5
2.87,1999,8,27
2.4,2001,12,19
4.17,2009,3,23
5.19,2004,8,26
3.51,2010,10,5
5.15,2010,6,21
6.67,2007,11,23
7.03,2006,7,27
2.75,2018,5,18
5.95,2000,11,15
5.99,2004,1,29
3.13,2017,11,13
7.35,2005,7,11
2.51,2000,2,25
5.8,2003,3,12
11.17,2005,12,23
1.86,1999,3,9
3.13,2017,5,18
2.21,2019,8,12
2.44,2019,10,16
8.8,2006,1,20
2.81,2012,8,23
4.35,2009,2,17
1.93,2020,1,29
6.7,2007,3,19
2.47,1999,9,3
4.12,2011,4,14
7.07,2005,4,13
3.05,2002,7,25
2.81,2018,4,26
2.94,2016,6,29
1.55,2020,6,17
2.89,2017,8,10
1.74,2015,12,18
5.78,2009,12,30
3.8,2010,9,27
2.78,2018,4,23
4.21,2013,12,16
2.21,2002,2,8
1.74,2020,7,14
1.77,2020,5,18
2.85,2012,1,6
7.89,2007,6,7
2.13,2001,10,4
2.95,2017,8,30
2.99,2017,7,25
2.89,2016,8,3
2.8,2016,7,8
5.17,2004,3,1
4.29,2010,8,19
2.76,2017,8,4
2.87,2017,6,19
3.98,2011,3,18
8.6,2005,8,5
5.63,2004,3,18
2.2,2012,6,14
3.41,2002,5,17
4.39,2014,1,17
3.11,2017,4,11
3.07,2002,7,29
1.99,2012,4,9
6.43,2008,11,26
5.1,2004,2,23
2.01,2016,5,11
7.65,2007,4,10
2.43,2015,10,19
3.92,2011,2,15
2.92,2015,7,27
2.88,2015,1,29
7.77,2005,7,18
3.47,2010,10,15
3.31,2002,6,4
5.7,2004,8,4
11.56,2008,5,23
2.74,2019,4,3
5.8,2004,7,20
1.84,1998,10,23
11.29,2008,5,9
3.72,2002,4,2
3.06,2011,12,20
3.09,1997,9,23
5.3,2010,2,1
4.8,2014,5,6
3.54,2011,10,12
3,2017,9,15
1.76,2020,4,14
3.88,2009,10,15
4.69,2011,2,3
5.47,2009,1,14
3.55,2016,12,14
7.82,2007,5,4
2.25,2009,9,2
2.32,1998,7,10
4.89,2000,9,6
6.73,2006,8,17
6.41,2004,5,17
2.91,2018,7,6
4.6,2003,11,13
3.96,2013,3,19
3.77,2012,11,27
13.67,2005,10,11
3.62,2013,10,7
2.03,1999,4,5
5.28,2003,4,11
3.77,2002,10,7
4.84,2000,10,20
2.97,2016,8,1
7.29,2007,11,30
3.59,2012,11,21
2.24,1997,8,1
3.31,2001,7,31
2.97,2017,3,24
11.41,2008,5,15
6.21,2004,5,4
3.48,2011,11,10
2.9,2002,3,11
2.33,2019,10,24
2.92,2015,2,18
6.17,2003,5,14
4.84,2003,10,8
3.7,2001,6,1
2.21,1998,2,11
2.91,2018,7,5
6.27,2007,9,13
2.81,2017,8,9
4.23,2009,3,4
6.83,2006,4,10
2.6,2015,6,5
4.28,2001,5,14
1.74,2020,4,9
1.58,2020,6,2
3.68,2013,11,21
4.62,2000,8,28
6.89,2004,12,13
6.67,2003,12,10
7.02,2007,3,15
3.33,2002,3,19
10.94,2008,4,29
11.57,2008,5,22
2.77,2015,3,25
1.83,1999,1,29
5.13,2001,3,9
8.1,2008,1,31
5.87,2004,1,27
4.78,2010,3,4
2.7,2012,6,25
5.64,2014,1,23
3.4,2002,4,17
4.25,2011,7,7
4.17,2000,7,11
5.66,2006,10,11
5.66,2008,12,19
6.27,2004,7,7
2.06,1999,4,12
2.98,2017,7,11
9.92,2008,4,1
2.2,1998,6,19
1.85,2016,2,24
5.75,2008,12,15
3.57,2013,10,31
7.35,2007,1,29
6.23,2000,11,20
7.2,2006,10,25
1.78,1997,2,28
9.82,2008,3,7
1.83,1998,8,13
2.38,1997,12,17
7.73,2008,8,19
6.44,2005,1,26
3.88,2014,8,22
2.91,2012,1,5
8.75,2000,12,6
4.1,2011,5,19
2.84,2012,9,25
3.53,2009,8,4
5.01,2003,3,31
3.02,2002,7,31
10.27,2008,4,17
2.94,2017,7,14
3.15,2002,6,12
3.51,2013,8,21
2.37,1999,4,29
1.95,1997,3,10
4.01,2013,3,22
3.06,2017,5,8
4.5,2018,11,28
2.13,2019,10,21
5.47,2007,1,3
4.02,2009,5,18
3.25,2017,1,19
3.93,2011,8,29
3.02,2017,8,14
4.35,2013,12,20
2.74,2015,9,9
6.35,2000,11,21
5.8,2004,5,3
2.44,2012,2,29
6.4,2007,1,19
9.2,2005,11,11
2.54,2019,4,25
6.47,2010,1,6
2.01,2016,5,10
4.49,2003,11,25
6.76,2001,1,29
6.08,2004,11,5
2.46,2019,6,17
4.41,2014,3,13
1.86,2020,2,6
5.47,2010,2,2
9.88,2008,4,9
5.36,2004,8,18
3.56,2013,1,24
4.21,2009,2,24
2.94,2018,9,13
1.87,1997,3,4
6.29,2004,1,12
3.61,2011,10,24
3.49,2009,7,22
2.76,2015,7,31
3.04,2017,11,20
6.1,2005,2,16
3.39,2002,5,22
2.08,2016,11,11
11.4,2008,5,21
1.82,1997,3,6
1.83,2020,7,28
4.05,2011,4,11
2.81,2012,8,24
2.71,2018,3,9
1.82,1999,2,9
1.69,2020,4,1
3.61,2011,10,20
2.6,2016,11,18
1.78,2020,7,8
2.69,2016,10,25
8.7,2005,8,9
2.81,2018,4,5
4.6,2009,10,20
4.86,2003,8,29
12.76,2008,6,20
2.78,2018,7,27
6.56,2005,5,9
11.15,2008,7,16
5.24,2004,11,23
8.02,2008,9,12
5.25,2001,2,28
3.99,2018,12,14
4.26,2014,11,17
7.46,2007,12,13
3.96,2018,11,12
2.11,1998,11,4
7.02,2008,11,11
4.92,2003,10,16
11.24,2005,9,15
3.26,2017,5,15
7.46,2007,4,4
4.59,2011,5,4
2.4,2016,1,12
2.83,2012,7,17
2.18,2019,12,10
1.85,1997,3,25
3.16,2018,1,11
5.44,2008,12,24
3.92,2014,8,6
2.84,2016,9,30
5.55,2009,12,23
3.43,2009,8,3
2.81,2018,4,25
3,2018,6,11
3.55,2011,11,9
6.05,2005,2,17
2.78,2000,2,4
1.75,2020,5,21
4.57,2014,5,22
2.24,1999,7,20
4.36,2014,1,14
5.77,2004,7,16
2.16,1997,4,25
2.99,2018,6,28
2.59,1997,2,4
5.12,2000,9,25
3,2001,7,3
1.97,2001,10,3
11.01,2005,11,28
2.96,2017,8,15
3.78,2013,7,19
2.48,2012,2,14
9.66,2005,8,16
2.63,2017,12,22
3.59,2009,4,14
2.16,2000,1,4
2.35,2019,8,20
1.73,2020,4,29
7.62,2007,4,2
4.85,2000,9,7
6.86,2006,8,22
2.89,2017,7,6
4.68,2014,6,18
2.77,2015,6,26
4.5,2000,11,2
5.7,2009,1,13
3.99,2000,7,18
2.78,2017,10,27
3.08,2017,3,30
2.11,2015,12,1
2.79,2018,4,24
4.24,2011,2,8
4.95,2004,9,17
4.51,2014,6,11
3.36,2017,1,16
3.44,2013,8,1
7.69,2005,7,28
5.79,2006,5,18
2.36,1998,7,2
3.28,1997,11,12
2.39,1998,7,8
7.47,2007,3,28
9.3,2008,3,27
7.1,2005,4,20
2.65,1998,4,8
4.14,2000,6,21
3.93,2013,5,6
1.93,2016,4,14
8.13,2008,1,11
1.88,1997,3,19
7,2006,3,20
2.02,1997,4,16
2.01,1998,6,5
2.84,2012,8,10
2.1,1998,5,29
5.16,2001,3,23
2.1,2015,12,4
5.16,2006,10,10
2.64,2015,3,30
2.95,2018,8,7
3.73,2000,5,18
7.2,2007,11,6
3.76,2014,10,30
3.17,2001,8,20
2.19,1999,5,12
1.75,1999,2,23
1.93,2020,5,5
2.1,1997,4,28
6.02,2005,2,23
2.89,2016,7,1
4.87,2010,6,22
5.13,2002,12,17
4.77,2003,11,12
1.96,2016,4,4
2.92,2017,7,26
4.33,2003,9,19
1.74,1999,3,22
5.86,2004,8,2
3.29,2011,11,11
7.84,2008,9,23
6.62,2005,2,28
1.64,2020,4,6
4.68,2010,6,10
2.61,2000,2,15
2.87,2017,10,9
7.6,2007,6,13
6.05,2004,12,6
3.87,2002,9,23
8.22,2008,8,8
3.53,2013,3,4
2.1,2001,12,3
2.24,2012,6,1
3.24,1997,9,26
3.03,2017,6,28
3.61,2002,9,26
2.55,1999,7,26
3.66,2006,9,29
1.76,2015,12,21
6.64,2005,4,29
4.46,2011,7,22
2.82,2012,8,15
2.44,2012,6,15
2.29,1997,5,27
4.03,2013,3,28
7.57,2007,4,3
4.7,2003,9,4
3.35,2009,5,26
9.25,2006,1,4
6.83,2006,3,21
12.92,2008,6,23
2.98,2011,12,30
5.12,2004,9,13
6.4,2006,3,10
2.09,2019,12,31
6.51,2006,8,28
1.64,1999,2,25
3.92,2011,9,12
3.98,2010,9,14
13.41,2005,10,18
2.91,2000,2,2
2.25,1997,12,15
4.58,2014,6,26
7.11,2004,10,22
7.4,2004,11,4
3.06,2016,9,23
2.82,2019,11,6
4.66,2003,9,15
2.93,2017,3,20
4.37,2011,5,24
2.76,2000,3,6
2.92,2017,7,10
6.02,2007,9,6
2.81,2018,3,29
7.07,2008,11,10
2.98,2016,9,15
2.82,2015,5,26
4.78,2003,10,24
2.55,2002,1,2
2.72,2016,10,28
2.92,2015,1,26
2.53,2019,7,16
2.76,2019,4,2
3.95,2000,5,22
12.96,2008,6,24
2.35,1998,7,7
3.68,2013,9,4
3.91,2001,6,18
2.6,2017,12,15
2.02,1998,11,23
9.91,2001,1,10
3.53,2014,10,24
9.25,2008,3,26
3.73,2010,9,1
3.25,2002,4,10
5.03,2002,12,24
4.05,2001,6,12
4.58,2014,4,7
7.22,2006,8,24
1.6,2016,3,2
3.09,1997,9,29
13.57,2005,12,6
5.73,2007,8,23
2.16,1999,11,12
1.64,2020,6,22
2.51,2012,1,17
2.15,2016,1,28
4.46,2011,1,25
8.82,2006,1,17
5.1,2000,10,11
7.12,2006,3,16
3.88,2014,9,22
2.25,1997,5,6
3.27,2017,5,17
1.77,2016,3,16
3.2,2013,1,4
4.15,2001,5,9
4.14,2014,9,30
6.48,2008,12,3
7.12,2007,10,17
1.87,2016,3,30
2.74,2000,3,8
2.73,2016,11,22
7.87,2007,5,18
4.01,2006,10,3
4.18,2013,4,8
2.75,2017,2,17
2.05,2015,11,12
2.79,2016,8,2
3.69,2017,12,29
5.34,2000,9,27
4.66,2014,6,5
6.15,2004,1,20
4.02,2010,11,22
4.47,2006,9,22
8.24,2008,8,29
10.54,2008,7,18
2.15,2019,8,6
2.05,2020,1,2
2.98,2000,4,11
3.11,2009,8,17
11.36,2005,9,1
5.11,2001,2,22
5.84,2005,1,5
8.86,2006,1,18
5.65,2003,5,8
5.25,2003,4,30
2.72,2015,5,4
3.95,2009,11,6
3.33,2002,6,20
8.16,2007,2,9
3.16,2018,10,11
3.57,2012,11,13
6.65,2005,5,5
